,0
FBI_docs.txt,report concern bulletin issu april suret de pari concern moroccan name abdillah zinedin alia abu haf see cia report april suret report zinedin left pari flight montreal canada april travel french passport name mehdi rafiki mehdi rafiki arriv montreal april said purpos visit attend funer uncl list montreal contact address rue duroch address belong irish pub oper man name patrick say never heard person name mehdi rafiki man use french passport name abu haf rent car canadauto car rental agenc montreal april rent car never return agenc discov abandon walden ave near schiller park buffalo ny april riyad yasser uk citizen arrest may follow accid motorway near heston servic area outsid london yasser air traffic control heathrow airport past six year two kilo semtex found trunk car videocassett sermon given omar mahmoud othman formerli salafi jihad preacher baker mosqu london found yasser apart northumberland circl east bedfont london also found yasser apart note contain sever address canada usa nassau bahama address clare montreal street miami beach fl ferri camden nj appl nassau bahama respons cia report june regard abu somad buckthorn st inglewood ca yazid bafaba flaxton culver citi investig visit two person resid somad bafaba said never heard person name riduan sungkar omar evertt somad bafaba ask knew repli howev later establish somad bafaba appear togeth surveil photo taken calnat bank culver citi record bank indic somad bafaba hold joint account bank receiv sever deposit account bmi privat islam invest compani newark nj man use illinoi driver licens name abu haf address cermak rd chicago rent car drexel car rental agenc chicago septemb car never return drexel agenc found abandon park lot airport octob april roundtrip airlin ticket hobbi airport houston texa issu central state airlin airport man gave name mehdi rafiki rafiki paid ticket cash use identif french passport name mehdi rafiki identifi presenc possibl hezbollah member charlott nc area name rifai qasim recent surfac egyptian passport name rifai qasim found recent floor southern trailway bu depot charlott nc examin charlott polic pictur passport match appear person use name omar blake charg theft octob sever item total valu electron suppli store charlott blake gave address western charlott blake bail guarante bail bond compani name bailout charlott nc bond cost paid check written account carolina first bank held jointli name omar blake muham mustafa bank record reveal period deposit account usual amount account first emir bank dubai uae carolina first bank account name blake mustafa close octob hous western ave unoccupi howev search abandon hous reveal envelop sever letter address rifai qasim regard jamal al quso said mi come london chicago see cia report may chicago fbi field offic respond report jamal al quso land airport juli use british passport name check usci reveal evid ever left usa sinc arriv addit name jamal al quso associ inform islam jihad known presenc chicago septemb hous cermak rd chicago said inform occupi member islam jihad raid fbi team act warrant one person abdul murad person resid time raid thirti kilo plastic explos found resid along addit kilo semtex map airport diagram sear tower also confisc murad held refus say occup resid howev notepad found room quso possibl occupi resid list messag arab jamal call khalid texa tomorrow sure jamal al quso present locat known rcmp report apprehens toronto airport novemb man pose dominican priest man travel cdg pari french passport name fr augustin dominiqu address rue cardinet pari ask question destin toronto man mistakenli answer arab rather french csi identifi man abdal al hawsawi saudi known associ chemic weapon expert afghanistan name abdul ahm nasser ticket folder hawsawi carri appear address ferri st buffalo ny novemb mousa salah fix address herndon arrest dull intern airport attempt board flight london heathrow time arrest use jordanian passport name shadi abu hoshar salah want connect hama activ northern virginia believ salah enter usa illeg windsor canada detroit mi salah possess virginia driver licens regist name mousa salah virginia dot record show licens number issu august woman name april steven roanok ms steven subject investig teach kindergarten class roanok address shown salah driver licens exist sever number initi written back envelop possess salah time arrest detroit ii newark iii laurel among person surveil possibl al qaeda associ usa khalid shamrani saudi nation live work houston texa texeast petroleum shamrani held work visa sinc april suspicion first fell shamrani result attend meet god aryan militia denton texa march attend anoth meet militia group miner well texa june fbi inform attend meet militia group develop friendship shamrani invit home pine bellair texa inform say saw elabor diagram houston ship channel detail plan reliant stadium galleria shop mall houston inform also said shamrani reveal associ islam group mani object god aryan militia includ elimin zioni st influenc us govern inform also report shamrani said would big event houston chicago place next year elabor natur event ahm doha abu ayyash regist graduat student univers missouri columbia mo doha ayyash saudi student visa issu juli doha charg file fraudul insur claim octob doha file claim ayyash insur compani central farmer auto insur back injuri said suffer septemb car struck behind one driven ayyash doha insur compani mid state insur compani mid state central farmer repres subsequ investig accid handl claim state doha ayyash said know doha paid settlement claim novemb central farmer insur compani check record mid state central farmer insur compani reveal doha ayyash paid auto insur polici account columbia first state bank valid search warrant doha apart columbia search novemb discov ayyash also live apart dell laptop comput resid taken polic also taken cd contain page version encyclopedia jihad comput examin reveal messag address usa mani messag seem involv person academ matter one messag attract attent sent novemb aol address person identifi wshakur messag read request sent wire today address belong wali shakur live paulson clifton nj hama al qaeda known presenc columbia mo investig continu regard possibl associ doha ayyash group respons request fbi search file inform subject initi detroit mi newark nj laurel md eight person initi discov detroit person known polic interest inform file one person identifi initi newark name adnan hijazi hijazi interview fbi follow attack clear associ event present entri record two person fbi file laurel md initi one martha mason file reveal convict januari distribut narcot incarcer mounir mzoudi moroccan descent hold degre baltimor citi colleg obtain mzoudi current live laurel md mzoudi recent attract attent fbi accord sourc baltimor mzoudi past associ organ call islam circl north america icna attend meet icna held baltimor june juli icna quit openli support taliban time tip anonym sourc direct investig resid troost kansa citi missouri sourc said explos manufactur resid terrorist intend blow sever build kansa citi area warrant obtain search resid evid provid examin item found garbag sack pick fbi offic pose garbag collector trace chemic necessari produc explos found item garbag resid search decemb one man gave name walter smith person home investig proceed anoth man enter apprehend subsequ ident check reveal man jamal al quso come chicago kansa citi found resid batch hexamethylen triperoxid diamin hmtd cyclotrimethylen trinitramin rdx primari explos also found three garbag sack full urea aluminum sulfat later investig resid detail draw found three popular casino kansa citi area argosi riversid casino isl capri casino harrah casino decemb two men arrest robberi attempt firsttex bank fielder rd arlington texa two men wear ski mask apprehend arlington polic fled bank men identifi saeed al nami riyad al taifi live robinson rd apart grand prairi texa one texa driver licens forg neither could produc passport kind said enter usa mexico presidio texa come mexico way central america columbia spoke perfect english unemploy time investig resid reveal money bag identifi belong sever bank dalla area total amount bag amount addit small arm variou sort literatur concern jihad activ rent apart woman name ruth tucker said live apart three month never caus troubl paid rent time also said told student univers texa arlington one item mail discov apart letter written arab person name doman gave return address envelop columbia mo base inform wali shakur note fbi report novemb agent sent interview paulson clifton nj address given report interview inform obtain shakur background american citizen born new brunswick nj parent immigr pakistan shakur attend rutger univers two year drop order studi american univers beirut lebanon return usa shakur shown copi receiv either ahm doha abu ayyash novemb also ask messag refer shakur repli doha ayyash student univers missouri good friend father shakur know person shakur said father loan yet receiv payment loan shakur said request least half payment loan later receiv western union wire doha shakur said gave cash father ask father address shakur said father die januari shakur activ remain subject fbi investig jamal al shibh yemeni origin imam tawhid mosqu miami florida past ten year result recent report provid inform al shibh call jihad america surveil photograph februari univers miami campu coral gabl distribut literatur written arab variou locat known frequent islam student literatur describ well citi miami illustr america becom sink vice corrupt exampl provid easi avail sex drug miami area literatur also call immedi jihad action order prevent corrupt muslim america especi singl literatur tourist industri miami area updat surveil adnan hijazi check airlin reveal made three trip oversea last three month madrid spain decemb cairo egypt decemb pari franc januari inform regard activ jamal al shibh observ distribut jihad literatur univers miami campu accompani person identifi muham dandani whose resid miami beach fl inform dandani respons dia report march regard abdul al nami check made person name detroit area two person name detroit area one live fenkel live livernoi rd neither two person subject fbi investig past known fenkel resid employ comput scientist detroit util work seven year hold american passport give address live usa ten year resid livernoi rd histori teacher westfield high school ferndal area born usa saudi parent investig two person continu inform regard saeed al nami riyad al taifi apprehend decemb robberi attempt arlington texa see fbi report januari individu saudi came bueno air argentina januari want polic bueno air role bomb jewish synagogu bueno air april escap apprehens went calamar columbia may known activ collabor eln januari came usa follow rout taken islam milit known come usa rout took calamar cartagena columbia boat guan cuba went boat guan cuba chetum mexico chetum travel mexico citi border town ojinaga smuggl presidio texa ojinaga suppli texa driver licens currenc person whose name said could rememb went bu stockton san antonio dalla area search apart robinson rd grand prairi texa reveal assort automat weapon address two men known associ god aryan militia texa men billi jack hawkin pipelin euless texa slade goodman rd houston texa inform abdul al nami work comput scientist detroit util see fbi report march nami came usa saudi arabia student visa attend univers michigan ann arbor earn comput scienc grant green card work detroit util appli citizenship grant april offici detroit util co say al nami splendid worker intim knowledg scada system instrument increas effici electr power distribut detroit area offici said took leav absenc januari visit famili riyadh receiv inform mi imad dahdah resid west end nassau bahama dahdah born syria came uk becam activ islam affair regularli attend baker mosqu obtain british citizenship travel british passport travel afghanistan suspect train al qaeda facil time dahdah return uk march left bahama june work auto repair shop minimum wage known receiv period fund account gulf shore bank tampa fl account fund drawn belong organ name middl eastern chariti inform receiv mi regard raeed beandali american citizen list al qaeda roster see cia report accord roster beandali sent afghanistan london decemb mi tell us man arrest london februari carri unregist british driver licens name licens reginald cooper address given licens lavend grove hackney london arrest cooper told polic constabl live alon old mum address inquiri made lavend grove reveal occupi sever men one identifi neighbor nice american call ralph bean assort materi construct explos devic found shed behind resid reginald cooper subsequ identifi mahmud egyptian live london year ask ralph bean found cooper al dahab would say went home check airlin reveal ralph bean travel american passport left london heathrow march detroit mi bail bond compani bailout charlott nc forfeit bail bond guarante rifai qasim alia omar blake connect theft charg see fbi report octob bail bond compani investig fail locat four week turn matter fbi qasim associ muham mustafa close joint bank account carolina first bank octob fled toyota tercel nc licens toyota tercel bear licens number found abandon river roug park detroit mi decemb overlook initi examin vehicl detroit polic later found fbi investig slip paper phone number phone number list name abdul al nami resid fenkel detroit mi act inform obtain dia report march tap place phone may call place phone resid hay ave detroit caller said rifai togeth let know match play might take time get right field person receiv call say hope long side realli readi play investig went resid hay may found unoccupi neighbor said two middl eastern men occupi resid briefli move day earlier owner resid howard clark said evict two men fail pay rent two month clark know went inform avail oversea trip taken adnan hijazi madrid decemb stay catalan hotel attend textil convent cairo decemb stay luxor hotel stay cairo time made regular visit jewelri shop rams cairo pari franc januari stay hotel de mari attend daili meet pari offic oversea export inc fbi inform attend meet god aryan militia gam texa report record convers khalid shamrani see fbi report novemb three men two inform identifi billi jack hawkin slade goodman member gam third person inform could identifi middl eastern name haf half name given shamrani gist convers took place western motel rd houston action involv destruct activ houston area elsewher would place hold least sever month discuss apprehens militia member name walter smith anoth person name al quso kansa citi fear express action compromis report concern result fbi interview two men apprehend carrizo spring tx august see uscbp report august men spoke perfect english cordial refus answer question ask repres attorney fingerprint held custodi examin document possess apprehend reveal letter written arab person name abdul nasser letter address person name ali letter simpli said go forth allah bless best student investig two men continu report concern continu surveil activ adnan hijazi period august septemb hijazi made thirteen cash deposit person account jersey nation bank newark nj deposit total inform request belgian intellig fbi septemb pieter doppl live hoveniersstraat antwerp belgium sent diamond adnan hijazi note uscbp report juli belgian intellig report doppl surveil fenc diamond obtain group mani associ islam ventur variou place africa appear doppl receiv raw diamond preciou stone tanzanit cut polish distribut doppl receiv fee servic sell stone send supplier specifi interrog doppl admit part scheme transfer fund milit islam group agre cooper investig list sever person addit hijazi sent polish diamond tanzanit one person name ramundo ortiz run busi panama citi panama said sent polish diamond ortiz septemb ask ident person request transact could say peshawar pakistan special alert concern assort vulner scada system supervisori control data acquisit system manag actual flow electr natur ga perform critic function varieti industri includ chemic process plant water purif system deliveri system manufactur system scada larg control maintain industri crucial oper scada wide avail internet unauthor access scada constant sourc concern scada could access home comput laptop special interest vulner associ trust continu surveil adnan hijazi reveal septemb sent bank wire transfer account organ call american islam scholarship fund locat glade reston va act immedi respons fbi hq alert octob detroit offic began enhanc surveil four individu known windsor area might involv activ design disrupt scada system person satam alia ronald derwish tecumseh windsor ontario abdul al nami fenkel detroit rifai qasim address unknown raeed beandali alia ralph bean address unknown cooper rcmp request follow activ derwish investig went immedi al nami resid fenkel found home check employ detroit util reveal week vacat canada would back work octob employ detroit util strongli advis reveal al nami investig inform god aryan militia advis seen khalid shamrani nearli month effort contact home bellair texa unsuccess investig immedi went texeast petroleum shamrani employ offici compani said septemb shamrani request month leav absenc order return saudi arabia die mother shamrani place watch list subsequ check usci reveal one name shamrani left usa past month investig resid pine bellair texa reveal receipt rental storag unit storeal rental facil bissonnet houston unit empti care examin reveal trace semtex owner storeal rental said renter unit told octob would need unit longer owner rememb four men use rental truck remov content storag unit next day rcmp report us result investig activ satam alia ronald derwish tecumseh windsor ontario octob derwish approach offic place work canada eastern airlin windsor offic said derwish agre accompani rcmp main offic windsor interview derwish deni contact person marrakech morocco see nsa report juli also see dia report march said idea abdul shown photo derwish compani abdul al nami detroit juli derwish said never knew name abdul knew ali attend mosqu detroit subsequ investig derwish resid reveal assort copper tube copper wire batteri suppli convent explos compon electromagnet ic puls bomb derwish held custodi investig continu octob investig went offic american islam scholarship fund locat glade reston interview director fund man name abdul karim karim led initi discuss describ mani deserv student islam descent assist scholarship fund sinc begun karim first ask fund inde receiv scholarship donat made man name adnan hijazi septemb check record karim verifi receipt donat karim karim ask name person receiv money donat hijazi karim hesit first said everi receiv money donor identifi student scholarship money go happen case hijazi donat check record karim said hijazi stipul go one follow student wali shakur paulson clifton nj hamza al midhar pitkin brooklyn ny mounir mzoudi laurel md mamoun zammar charl potomac md said khadr broward fort lauderdal fl muham dandani miami beach fl karim said amount money sent person septemb final karim ask hijazi made donat fund past karim said recollect hijazi contribut scholarship fund two occas result investig abdul al nami detroit request al nami arriv detroit offic morn octob first ask associ satam alia ronald derwish windsor ontario al nami said friend attend mosqu detroit ask correspond anyon marrakech morocco repli never done ask ever met deal person name khale jehani see dia report march al nami repli never heard person ask natur work detroit util involv scada system al nami repli job make sure compani made full use oper characterist control data acquisit system ask ever access system home al nami repli demand job requir lot work home night weekend ask ever heard project call black ice said evid suppli variou commun receiv regard al nami warrant search resid approv court among item found resid document describ result black ice project design assess variou vulner associ scada system addit item associ construct also found al nami custodi investig proce decemb offic receiv mail letter sign ramon letter mail post offic gulfgat houston carri return address letter said stain type foot mouth diseas texa cattlemen around victoria tx would first suffer note also said member farc travel cartagena columbia guan cuba chetum mexico piedra negra mexico victoria tx decemb offic receiv letter person sign name juan letter return address mail post offic farmer branch tx like letter sent houston field offic one said type strain foot mouth diseas brought usa person travel cartagena columbia guan cuba ciudad madero mexico ciudad acuna mexico victoria tx letter close say strain fmd littl greet farc eln agent track domest websit note item post websit call govern secret websit post inform sourc claim item inform kept public us govern sourc never identifi websit decemb post follow item alway told secur germ lab storag area plum island long island total bs know fake id get plum island hard get also know decemb sampl strain foot mouth diseas quit easili stolen lab plum island long govern go keep us dark lack secur plum island safeti food suppli offici majest line tourist ship line report us observ made novemb one book agent said two men middl eastern name book two tour ship tour left month apart first tour aboard majest clipper left miami novemb nassau bahama return nassau miami novemb second tour would leav miami nassau decemb return nassau miami decemb two person book tour septemb said khadr muham dandani held passport book accommod majest clipper tour khadr dandani took first tour aboard second light inform fbi report decemb immedi check made cruis ship line see occurr doubl book middl eastern person posit repli obtain royal norwegian line new york citi sea air line baltimor md royal norwegian line report two men name wali shakur hamza al midhar septemb book accommod vike holiday left nyc novemb return nyc nassau novemb two men book accommod ship left nyc nassau decemb due arriv back nyc decemb cruis ship leav nassau decemb sea air line report follow inform two men name mounir mzoudi mamoun zammar septemb book two accommod caribbean queen first tour left baltimor freeport bahama novemb return baltimor novemb second tour caribbean queen left baltimor freeport decemb due arriv back baltimor decemb ship leav freeport decemb
FBI_docs.txt,"{'person': ['abdillah zinedine', ""patrick o'alley."", 'abu hafs', 'yasser', 'yasser', 'omar mahmoud othman', 'clare st.', 'abu somad', 'somad', 'omar evertts', 'abu hafs', 'muhammed mustafa', 'al quso', 'al quso', 'al quso', 'abdul murad', ""al quso's"", 'augustin', 'al hawsawi', 'abdul ahmed nasser', 'hawsawi', 'shadi abu hoshar.', 'salah', 'salah', 'stevens', 'j. t.', 'shamrani', 'shamrani', 'god', 'shamrani', 'shamrani', 'shamrani', 'doha', 'doha', 'doha', 'adnan hijazi', 'hijazi', 'martha mason', 'mzoudi', 'icna quite', 'walter smith', 'al quso', 'harrah', 'al nami', 'al taifi', 'ruth tucker', 'a. doman', 'clifton nj', 'shakur', 'shakur', 'shakur', 'shakur', 'shakur', 'shakur', 'al shibh', ""al shibh's"", 'adnan hijazi', 'al shibh.', 'muhammed dandani', 'al nami', 'al nami', 'al taifi', 'stockton', 'god', 'abdul al nami', 'al nami', 'ralph bean', 'mahmud al-dahab', 'ralph bean', 'al dahab', 'charlotte nc', 'alias omar blakely', 'qasim', 'al nami', 'howard clark', 'clark', 'adnan hijazi', 'marie', 'god', 'billy jack hawkins', 'slade goodman', 'shamrani', 'walter smith', 'al quso', 'abdul nasser', 'ali al-omari', 'adnan hijazi', 'pieter dopple', 'adnan hijazi', 'abdul al nami', 'rifai qasim', 'alias ralph bean', ""al nami's"", 'al nami', 'shamrani', 'shamrani', 'shamrani', 'abdul al nami', 'abdul karim', 'karim', 'karim', 'adnan hijazi', 'karim', 'hijazi', 'clifton', 'al midhar', 'mounir mzoudi', 'mamoun zammar', 'muhammed dandani', 'hijazi', 'karim', 'hijazi', 'abdul al nami', 'al nami', 'al nami', 'khaled jehani', 'al nami', 'al nami', 'al nami', 'al nami', 'al nami', 'muhammed dandani', 'khadr', 'dandani', 'wali shakur', 'al midhar', 'mamoun zammar'], 'location': ['paris', 'paris', 'montreal', 'canada', 'montreal', 'uk', 'heston', 'london', 'london', 'east bedfont', 'london', 'canada', 'montreal', 'miami beach', 'camden', 'st.', 'culver city', 'culver city', 'newark', 'chicago', 'chicago', 'houston', 'texas', 'charlotte', 'nc.', 'charlotte', 'charlotte', 'charlotte', 'charlotte', 'nc', 'dubai', 'uae', 'london', 'chicago', 'chicago', 'chicago', 'murad', 'texas', 'toronto', 'cdg', 'paris', 'paris', 'toronto', 'afghanistan', 'herndon', 'va.', 'london', 'virginia', 'canada', 'detroit', 'virginia', 'virginia', 'va', 'detroit', 'newark', 'houston', 'texas', 'denton', 'texas', 'texas', 'texas', 'houston', 'us', 'houston', 'chicago', 'doha', 'abu', 'columbia', 'mo.', 'doha', 'doha', 'doha', 'doha', 'columbia', 'clifton', 'columbia', 'mo.', 'doha', 'detroit', 'newark', 'laurel', 'detroit', 'newark', 'laurel', 'md', 'laurel', 'md.', 'baltimore', 'north america', 'baltimore', 'kansas city', 'missouri', 'kansas city', 'chicago', 'kansas city', 'kansas city', 'arlington', 'texas', 'arlington', 'texas', 'texas', 'mexico', 'texas', 'mexico', 'central america', 'columbia', 'dallas', 'arlington', 'columbia', 'mo..', 'pakistan', 'beirut', 'lebanon', 'doha', 'doha', 'doha', 'miami', 'florida', 'america', 'miami illustrates', 'america', 'miami', 'america', 'madrid', 'spain', 'cairo', 'egypt', 'paris', 'france', 'miami beach', 'detroit', 'detroit', 'arlington', 'texas', 'argentina', 'calamar', 'columbia', 'cuba', 'cuba', 'mexico', 'mexico city', 'texas', 'u.s.', 'san antonio', 'dallas', 'texas', 'texas', 'texas', 'houston', 'texas', 'saudi arabia', 'u.s.', 'detroit', 'bahamas', 'syria', 'uk', 'afghanistan', 'uk', 'gulf', 'tampa', 'afghanistan', 'london', 'london', 'london', 'london', 'london', 'detroit', 'detroit', 'detroit', 'detroit', 'detroit', 'madrid', 'cairo', 'cairo', 'cairo', 'paris', 'france', 'paris', 'texas', 'houston', 'houston', 'kansas city', 'carrizo springs', 'newark', 'antwerp', 'belgium', 'africa', 'panama city', 'panama', 'pakistan', 'scada', 'u.s.', 'scada', 'scada', 'scada', 'reston', 'va', 'scada', 'detroit', 'canada', 'texas', 'saudi arabia', 'texas', 'houston', 'marrakech', 'morocco', 'detroit', 'detroit', 'reston va', 'hijazi', 'brooklyn', 'st.', 'laurel', 'md', 'md', 'fort lauderdale', 'st.', 'miami beach', 'detroit', 'detroit', 'detroit', 'marrakech', 'morocco', 'houston', 'texas', 'cartagena', 'cuba', 'mexico', 'negras', 'mexico', 'cartagena', 'cuba', 'mexico', 'mexico', 'us', 'miami', 'miami', 'miami', 'miami', 'u.s.', 'new york city', 'baltimore', 'md.'], 'date': ['2 april, 2003', '17 april', '1 april, 2003', '2 april, 2003', '2 april, 2003', '6 april, 2003', '1 may, 2003', 'the past six years', '1712', '29 june', '2003', '2211', '27 september, 2003', '2 october, 2003', '27 april', '1 october, 2003', '23 october, 2003', '3131', '1999', '16 may,', '2003', 'july 18, 1999', '28 september,', '2003', '2211', 'tomorrow', '1 november, 2003', '1 november, 2003', '2002', '10 august, 2001', 'april', 'april, 2000', '12 march', '2003', '16 june, 2003', '3236', 'the next year', 'july, 2001', '10 october, 2003', '12 september, 2003', '1 november, 2003', '231 12th', '20 november, 2003', '3 november, 2003', 'today', '21 january, 2002', '1994', '2116 27th', 'june 20 to july 2, 2000', '2111', '22 december, 2003', '26 december, 2003 two', '2727', 'three months', '231 12th', '27 november, 2003', '1970', '1965', 'two years', '1990', '1993', '3 november, 2003', '2001', '2 january, 2004', 'the past ten years', '2 february, 2004', 'the last three months', '2003', '2003', '2004', 'seven years', 'ten years', '1969', '26 december, 2003', '2 january, 2004', 'january of 2001', 'april of 2002', 'may, 2002', 'january, 2003', '2727', '1212', '8, march', '2004', '1994', 'an ma 1996', '1997', '1999', 'april of 2000', ""six-months'"", 'january, 2001', '1964', '1994', '1998', '1999 - 2000', 'march of', '2000', 'june of 2000', '2003', '12 december, 2002', '10 february, 2004', 'about 15 years', '16 march, 2004', '25 october', '2003', 'four weeks', '23 october, 2003', '1997', '1997', '15 december, 2003', '5 march, 2004', '15 may, 2004', '20 may, 2004', 'just a few days earlier', 'two months', 'december, 2003', 'three-day', 'december, 2003', '2004', 'daily', '20 november, 2003', 'at least several months', '3 august, 2004', '11 august, 2004', 'the period 20 august to 18 september, 2004', '1 september', '12 july, 2004', '25 september', '14 september, 2004', '1721', '11 october, 2004', 'week', '20 october, 2004', 'nearly a month', '18 september, 2004', 'month', 'the past month', '3236', '4618', '15 october, 2004', 'the next day', '25 october', '1 july, 2003', '5 march', '2004', '18 july, 2004', '29 october, 2004', '1721', '1991', '14 september, 2004', '1641', '2116 27th', '1621', '6132', '17 september, 2004', '1999', '2001', 'october, 2004', '5 march', '2004', '1 december, 2004', '3 december, 2004', '6 december, 2004', '1 december, 2004', '29 november, 2004', 'just a month', '15 november, 2004', '21 november, 2004', '13 december, 2004', '19 december, 2004', '20 september, 2004', '13 december, 2004', '20 september, 2004', '14 november, 2004', '21 november, 2004', '12 december, 2004', '19 december, 2004', '18 december, 2004', '21 september, 2004', '7 november, 2004', '14 november, 2004', '12 december, 2004', '19 december, 2004', '17 december, 2004'], 'organization': ['cia', 'nj', 'cia', 'bmi', 'drexel', 'drexel', 'hezbollah', 'cia', 'the chicago fbi field office', 'islamic jihad', 'fbi', 'salah', 'al qaeda', 'the texeast petroleum co.', 'fbi', 'the university of missouri', 'nj', 'al qaeda', 'fbi', 'fbi', 'fbi', 'baltimore city college', 'fbi', 'taliban', 'fbi', 'the university of texas', 'fbi', 'the american university', 'the university of missouri', 'fbi', 'the university of miami campus', 'dia', 'fbi', 'detroit utilities co.', 'fbi', ""texas driver's"", 'the detroit utilities co.', 'fbi', 'the university of michigan', 'the detroit utilities co.', 'the detroit utilities', 'al qaeda', 'cia', 'hackney', 'fbi', 'fbi', 'toyota', 'toyota', 'fbi', 'dia', 'fbi', 'fbi', 'fbi', 'the jersey national bank', 'nj', 'fbi', 'the american islamic scholarship fund', 'fbi', 'the detroit office', 'detroit utilities co.', 'detroit utilities', 'aryan militia', 'canada eastern airlines', 'dia', 'nj', 'dia', 'detroit utilities co.', 'item:""we', 'fbi', 'royal norwegian']}"
NSA_01,intercept phone call arab march locat london locat pari london locat becklow rd shepard bush pari locat rue duhesm part messag caller say hope cook lot white meat texa
NSA_01,"{'person': ['bush'], 'location': ['london', 'paris', 'london', 'paris', 'texas'], 'date': ['28 march', '2003'], 'organization': []}"
NSA_02,intercept phone call arab april locat amsterdam locat montreal canada amsterdam locat grootslagstraat amsterdam montreal locat st clare st part messag caller say best place father stay chicago cermak rd rent cheap
NSA_02,"{'person': [], 'location': ['amsterdam', 'montreal', 'canada', 'chicago'], 'date': ['25 april, 2003', '2211'], 'organization': []}"
NSA_03,intercept phone call pari ojinaga mexico pari call origin rue de civri ojinaga locat pay phone cabrito hotel part messag arab caller say let know r make safe passag north
NSA_03,"{'person': [], 'location': ['paris', 'ojinaga', 'mexico', 'paris'], 'date': [], 'organization': []}"
NSA_04,record traffic aol oasi internet cafe marrakech morocco usernam name belong user windsor ontario canada person account bill derwish whose address given tecumseh rd part messag english read need sent juli fail abdul hand august
NSA_04,"{'person': [], 'location': ['marrakech', 'morocco', 'ontario', 'canada'], 'date': ['15 july', '1 august,', '2003'], 'organization': ['rder3', 'rder3']}"
NSA_05,intercept phone call septemb locat moscow identifi phone central russian airlin offic pay phone locat bu station chitral pakistan caller speak russian say bugarov meet casablanca octob let know immedi come receiv call repli also russian arab accent sure
NSA_05,"{'person': [], 'location': ['moscow', 'pakistan'], 'date': ['3 september, 2003', '22 october'], 'organization': []}"
NSA_06,intercept phone call septemb locat nassau one freeport bahama nassau locat appl freeport locat grenfel resid nassau address name omar hanif resid freeport address name muslih odeh part messag caller say rememb meet went karachi last march go offer promot accept repli ye cours
NSA_06,"{'person': ['omar hanif'], 'location': ['karachi'], 'date': ['5 september, 2003', '1789', 'last march'], 'organization': []}"
NSA_07,intercept phone call locat karachi pakistan locat panama citi panama locat karachi nishtar rd locat panama citi panamico caller say english help us sell larg assort high qualiti tanzanit short time person receiv call say ye money go usual place caller repli ye shipment money shipment may go place let know
NSA_07,"{'person': [], 'location': ['karachi', 'pakistan', 'panama city', 'panama', 'karachi', 'panama city'], 'date': [], 'organization': []}"
NSA_08,intercept phone call septemb chitral pakistan casablanca morocco call chitral prepaid cell phone use unlist id number suppli internet cafe peshawar recipi phone list belong load offic holland orang ship line casablanca caller begin say seen quit see usual place casablanca day busi person receiv call say glad see bring anyon els caller say possibl one friend
NSA_08,"{'person': [], 'location': ['pakistan', 'morocco'], 'date': ['25 september', 'the 20th', 'a few days', 'the 20th'], 'organization': []}"
NSA_09,intercept phone call casablanca morocco santo domingo dominican republ octob call origin phone list holland orang ship line casablanca recipi call resid avenu san martin santo domingo convers caller state arab receiv shipment antibiot time announc time receiv shipment medic suppli let know item go
NSA_09,"{'person': [], 'location': ['morocco'], 'date': ['23 october, 2003'], 'organization': []}"
NSA_10,intercept phone call decemb locat pari franc locat windsor ontario canada pari call rue cardinet call receiv tecumseh rd windsor brief messag caller say french mother meet buffalo expect person receiv call say ferri usual caller say ye
NSA_10,"{'person': [], 'location': ['paris', 'france', 'ontario', 'canada', 'paris'], 'date': ['15 december, 2003', 'the 28th'], 'organization': []}"
NSA_11,intercept phone call chitral pakistan locat havana cuba call chitral prepaid cell phone use unlist id number suppli internet cafe peshawar receiv phone call address plasencia havana resid bori bugarov caller say russian medic suppli go moral santo domingo tell receiv payment end month receiv say russian fine let escalant handl arrang shipment
NSA_11,"{'person': ['plasencia st.', 'boris bugarov'], 'location': ['pakistan', 'havana', 'cuba', 'havana'], 'date': ['the end of the month'], 'organization': []}"
NSA_12,intercept phone call calamar columbia ojinaga mexico caller use pay phone lo palma hotel calamar receiv pay phone cabrito ojinaga brief messag caller said expect jose carlo may first let go north hear us receiv repli know troubl must send us money cover expens
NSA_12,"{'person': ['carlos'], 'location': ['calamar', 'columbia', 'ojinaga', 'mexico', 'los palmas', 'calamar'], 'date': [], 'organization': []}"
NSA_13,intercept phone call bogota columbia tampico mexico call origin pay phone lo and hotel bogota receiv call resid la mirada tampico caller began say spanish heard arab friend need find new way north hear chetum may good recommend anoth stopov recipi call repli ye given thought recommend tri ciudad madero close provid help also make rout ojinaga shorter access fund repli ye cours sound good
NSA_13,"{'person': [], 'location': ['bogota', 'columbia', 'tampico', 'mexico', 'bogota', 'tampico'], 'date': [], 'organization': []}"
NSA_14,intercept phone call septemb phone central russia airlin moscow unlist cell phone chitral pakistan caller say russian got first payment obtain want let know wish deliv stuff recipi call say fine long
NSA_14,"{'person': [], 'location': ['russia', 'moscow', 'pakistan'], 'date': ['5 september, 2004'], 'organization': []}"
NSA_15,intercept phone call septemb tehran iran tampico mexico caller phone cultur ministri tehran receiv call la mirada tampico caller say pharsi crusad enemi say girl best friend understand mean receiv say understand complet best friend
NSA_15,"{'person': [], 'location': ['tehran', 'iran', 'tampico', 'mexico', 'tehran', 'tampico'], 'date': ['12 september, 2004'], 'organization': []}"
